OBJECTID,Geography ID,Geography Type,Name,perc_safe_play_places,safe_play_Lower 95% Confidence Limit,safe_play_Upper 95% Confidence Limit,safe_play_Relative Standard Error,safe_play_Estimation Method,safe_play_Shape__Area,safe_play_Shape__Length,le_at_birth,le_Lower 95% Confidence Limit,le_Upper 95% Confidence Limit,le_Relative Standard Error,le_Shape__Area,le_Shape__Length,"crime_Serious Violent Crimes (per 100,000 Population), 2022","crime_Lower 95% Confidence Limit, 2022","crime_Upper 95% Confidence Limit, 2022","crime_Relative Standard Error, 2022",crime,"crime_Lower 95% Confidence Limit, 2018-2022","crime_Upper 95% Confidence Limit, 2018-2022","crime_Relative Standard Error, 2018-2022",crime_Shape__Area,crime_Shape__Length,median_income,income_Lower 95% Confidence Limit,income_Upper 95% Confidence Limit,income_Relative Standard Error,income_Shape__Area,income_Shape__Length,safe_play_deviation,le_deviation,income_deviation,crime_deviation
271,csa_unincorp_la_habra_heights,Unincorporated Los Angeles County,Unincorporated - La Habra Heights,,,,,,4152122.308,9340.186569,,,,,4152122.308,9340.186569,,,,,,,,,4152122.308,9340.186569,,,,,4152122.308,9340.186569,,,,
272,csa_unincorp_la_verne,Unincorporated Los Angeles County,Unincorporated - La Verne,,,,,,84920564.31,75255.29927,,,,,84920564.31,75255.29927,,,,,,,,,84920564.31,75255.29927,,,,,84920564.31,75255.29927,,,,
273,csa_unincorp_ladera_heights,Unincorporated Los Angeles County,Unincorporated - Ladera Heights,,,,,,82401547.18,61773.06472,,,,,82401547.18,61773.06472,,,,,,,,,82401547.18,61773.06472,,,,,82401547.18,61773.06472,,,,
274,csa_unincorp_lake_hughes,Unincorporated Los Angeles County,Unincorporated - Lake Hughes,,,,,,266405309.8,107739.5158,,,,,266405309.8,107739.5158,,,,,,,,,266405309.8,107739.5158,,,,,266405309.8,107739.5158,,,,
275,csa_unincorp_lake_los_angeles,Unincorporated Los Angeles County,Unincorporated - Lake Los Angeles,,,,,,1265822945.0,187364.1407,,,,,1265822945.0,187364.1407,,,,,,,,,1265822945.0,187364.1407,,,,,1265822945.0,187364.1407,,,,
276,csa_unincorp_lake_manor,Unincorporated Los Angeles County,Unincorporated - Lake Manor,,,,,,15266439.71,28934.02612,,,,,15266439.71,28934.02612,,,,,,,,,15266439.71,28934.02612,,,,,15266439.71,28934.02612,,,,
277,csa_unincorp_lakewood,Unincorporated Los Angeles County,Unincorporated - Lakewood,,,,,,985687.8008,5929.337369,,,,,985687.8008,5929.337369,,,,,,,,,985687.8008,5929.337369,,,,,985687.8008,5929.337369,,,,
278,csa_unincorp_leona_valley,Unincorporated Los Angeles County,Unincorporated - Leona Valley,,,,,,615796163.5,185562.6197,,,,,615796163.5,185562.6197,,,,,,,,,615796163.5,185562.6197,,,,,615796163.5,185562.6197,,,,
279,csa_unincorp_littlerock,Unincorporated Los Angeles County,Unincorporated - Littlerock,,,,,,93685477.94,49434.0117,,,,,93685477.94,49434.0117,,,,,,,,,93685477.94,49434.0117,,,,,93685477.94,49434.0117,,,,
280,csa_unincorp_littlerock_juniper_hills,Unincorporated Los Angeles County,Unincorporated - Littlerock/Juniper Hills,,,,,,981372321.2,196965.2982,,,,,981372321.2,196965.2982,,,,,,,,,981372321.2,196965.2982,,,,,981372321.2,196965.2982,,,,
281,csa_unincorp_littlerock_pearblossom,Unincorporated Los Angeles County,Unincorporated - Littlerock/Pearblossom,,,,,,687633163.3,125688.521,,,,,687633163.3,125688.521,,,,,,,,,687633163.3,125688.521,,,,,687633163.3,125688.521,,,,
282,csa_unincorp_llano,Unincorporated Los Angeles County,Unincorporated - Llano,,,,,,2582397413.0,236007.8673,,,,,2582397413.0,236007.8673,,,,,,,,,2582397413.0,236007.8673,,,,,2582397413.0,236007.8673,,,,
283,csa_unincorp_long_beach,Unincorporated Los Angeles County,Unincorporated - Long Beach,,,,,,4117995.141,10834.95789,,,,,4117995.141,10834.95789,,,,,,,,,4117995.141,10834.95789,,,,,4117995.141,10834.95789,,,,
284,csa_unincorp_lynwood,Unincorporated Los Angeles County,Unincorporated - Lynwood,,,,,,3631735.695,10655.13878,,,,,3631735.695,10655.13878,,,,,,,,,3631735.695,10655.13878,,,,,3631735.695,10655.13878,,,,
285,csa_unincorp_miracle_mile,Unincorporated Los Angeles County,Unincorporated - Miracle Mile,,,,,,27999.91992,760.000029,,,,,27999.91992,760.000029,,,,,,,,,27999.91992,760.000029,,,,,27999.91992,760.000029,,,,
286,csa_unincorp_monrovia,Unincorporated Los Angeles County,Unincorporated - Monrovia,,,,,,11228348.37,23813.61558,,,,,11228348.37,23813.61558,,,,,,,,,11228348.37,23813.61558,,,,,11228348.37,23813.61558,,,,
287,csa_unincorp_newhall,Unincorporated Los Angeles County,Unincorporated - Newhall,,,,,,35923948.89,37297.26955,,,,,35923948.89,37297.26955,,,,,,,,,35923948.89,37297.26955,,,,,35923948.89,37297.26955,,,,
288,csa_unincorp_north_lancaster,Unincorporated Los Angeles County,Unincorporated - North Lancaster,,,,,,1263909604.0,218775.1468,,,,,1263909604.0,218775.1468,,,,,,,,,1263909604.0,218775.1468,,,,,1263909604.0,218775.1468,,,,
289,csa_unincorp_north_whittier,Unincorporated Los Angeles County,Unincorporated - North Whittier,,,,,,35900925.15,35228.67956,,,,,35900925.15,35228.67956,,,,,,,,,35900925.15,35228.67956,,,,,35900925.15,35228.67956,,,,
290,csa_unincorp_northeast_san_gabriel,Unincorporated Los Angeles County,Unincorporated - Northeast San Gabriel,93.0,91.0,95.1,1.1,small area estimate,61103908.28,87875.45934,83.8,82.0,85.6,1.1,61103908.28,87875.45934,,,,,70.6,36.2,105.0,24.8,61103908.28,87875.45934,95675.0,85823.0,105526.0,5.3,61103908.28,87875.45934,6.142105263157902,3.066666666666663,3807.3026315789466,-269.36578947368423
291,csa_unincorp_padua_hills,Unincorporated Los Angeles County,Unincorporated - Padua Hills,,,,,,2075939.836,9409.515683,,,,,2075939.836,9409.515683,,,,,,,,,2075939.836,9409.515683,,,,,2075939.836,9409.515683,,,,
292,csa_unincorp_palmdale,Unincorporated Los Angeles County,Unincorporated - Palmdale,,,,,,733069233.0,164933.7186,,,,,733069233.0,164933.7186,,,,,,,,,733069233.0,164933.7186,,,,,733069233.0,164933.7186,,,,
293,csa_unincorp_pearblossom_llano,Unincorporated Los Angeles County,Unincorporated - Pearblossom/Llano,,,,,,462365546.2,116529.4989,,,,,462365546.2,116529.4989,,,,,,,,,462365546.2,116529.4989,,,,,462365546.2,116529.4989,,,,
294,csa_unincorp_pellissier_village,Unincorporated Los Angeles County,Unincorporated - Pellissier Village,,,,,,8793112.55,15692.3791,,,,,8793112.55,15692.3791,,,,,,,,,8793112.55,15692.3791,,,,,8793112.55,15692.3791,,,,
295,csa_unincorp_placerita_canyon,Unincorporated Los Angeles County,Unincorporated - Placerita Canyon,,,,,,47991908.63,38416.72077,,,,,47991908.63,38416.72077,,,,,,,,,47991908.63,38416.72077,,,,,47991908.63,38416.72077,,,,
296,csa_unincorp_pomona,Unincorporated Los Angeles County,Unincorporated - Pomona,,,,,,32847646.08,42540.55026,,,,,32847646.08,42540.55026,,,,,,,,,32847646.08,42540.55026,,,,,32847646.08,42540.55026,,,,
297,csa_unincorp_quartz_hill,Unincorporated Los Angeles County,Unincorporated - Quartz Hill,,,,,,113624294.6,96748.02826,,,,,113624294.6,96748.02826,,,,,,,,,113624294.6,96748.02826,,,,,113624294.6,96748.02826,,,,
298,csa_unincorp_rancho_dominguez,Unincorporated Los Angeles County,Unincorporated - Rancho Dominguez,,,,,,75301045.1,41412.45471,,,,,75301045.1,41412.45471,,,,,,,,,75301045.1,41412.45471,,,,,75301045.1,41412.45471,,,,
299,csa_unincorp_roosevelt,Unincorporated Los Angeles County,Unincorporated - Roosevelt,,,,,,1548670760.0,176707.4344,,,,,1548670760.0,176707.4344,,,,,,,,,1548670760.0,176707.4344,,,,,1548670760.0,176707.4344,,,,
300,csa_unincorp_rosewood,Unincorporated Los Angeles County,Unincorporated - Rosewood,,,,,,2920804.992,7454.848623,,,,,2920804.992,7454.848623,,,,,,,,,2920804.992,7454.848623,,,,,2920804.992,7454.848623,,,,
301,csa_unincorp_rosewood_east_gardena,Unincorporated Los Angeles County,Unincorporated - Rosewood/East Gardena,,,,,,27910549.34,21457.95645,,,,,27910549.34,21457.95645,,,,,,,,,27910549.34,21457.95645,,,,,27910549.34,21457.95645,,,,
302,csa_unincorp_rosewood_west_rancho_dominguez,Unincorporated Los Angeles County,Unincorporated - Rosewood/West Rancho Dominguez,,,,,,12928298.57,15582.17009,,,,,12928298.57,15582.17009,,,,,,,,,12928298.57,15582.17009,,,,,12928298.57,15582.17009,,,,
303,csa_unincorp_rowland_heights,Unincorporated Los Angeles County,Unincorporated - Rowland Heights,95.3,93.1,97.5,1.2,small area estimate,528064171.2,166251.821,81.4,80.0,82.8,0.9,528064171.2,166251.821,,,,,215.0,173.7,256.3,9.8,528064171.2,166251.821,96241.0,88355.0,104127.0,4.2,528064171.2,166251.821,8.442105263157899,0.6666666666666714,4373.302631578947,-124.9657894736842
304,csa_unincorp_san_francisquito_canyon_bouquet_canyon,Unincorporated Los Angeles County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,,,,,,1742100392.0,281054.2918,,,,,1742100392.0,281054.2918,,,,,,,,,1742100392.0,281054.2918,,,,,1742100392.0,281054.2918,,,,
305,csa_unincorp_san_jose_hills,Unincorporated Los Angeles County,Unincorporated - San Jose Hills,,,,,,42055863.64,45350.16217,,,,,42055863.64,45350.16217,,,,,,,,,42055863.64,45350.16217,,,,,42055863.64,45350.16217,,,,
306,csa_unincorp_san_pasqual,Unincorporated Los Angeles County,Unincorporated - San Pasqual,,,,,,7135797.439,13947.66037,,,,,7135797.439,13947.66037,,,,,,,,,7135797.439,13947.66037,,,,,7135797.439,13947.66037,,,,
307,csa_unincorp_sand_canyon,Unincorporated Los Angeles County,Unincorporated - Sand Canyon,,,,,,7408829.003,14262.32236,,,,,7408829.003,14262.32236,,,,,,,,,7408829.003,14262.32236,,,,,7408829.003,14262.32236,,,,
308,csa_unincorp_santa_monica_mountains,Unincorporated Los Angeles County,Unincorporated - Santa Monica Mountains,,,,,,3167933071.0,479520.4497,,,,,3167933071.0,479520.4497,,,,,,,,,3167933071.0,479520.4497,,,,,3167933071.0,479520.4497,,,,
309,csa_unincorp_saugus,Unincorporated Los Angeles County,Unincorporated - Saugus,,,,,,52787357.09,52300.27772,,,,,52787357.09,52300.27772,,,,,,,,,52787357.09,52300.27772,,,,,52787357.09,52300.27772,,,,
310,csa_unincorp_saugus_canyon_country,Unincorporated Los Angeles County,Unincorporated - Saugus/Canyon Country,,,,,,135788472.9,68876.17259,,,,,135788472.9,68876.17259,,,,,,,,,135788472.9,68876.17259,,,,,135788472.9,68876.17259,,,,
311,csa_unincorp_south_antelope_valley,Unincorporated Los Angeles County,Unincorporated - South Antelope Valley,,,,,,313370382.1,112242.9588,,,,,313370382.1,112242.9588,,,,,,,,,313370382.1,112242.9588,,,,,313370382.1,112242.9588,,,,
312,csa_unincorp_south_edwards,Unincorporated Los Angeles County,Unincorporated - South Edwards,,,,,,2078932197.0,273111.939,,,,,2078932197.0,273111.939,,,,,,,,,2078932197.0,273111.939,,,,,2078932197.0,273111.939,,,,
313,csa_unincorp_south_el_monte,Unincorporated Los Angeles County,Unincorporated - South El Monte,,,,,,3632134.655,8765.318379,,,,,3632134.655,8765.318379,,,,,,,,,3632134.655,8765.318379,,,,,3632134.655,8765.318379,,,,
314,csa_unincorp_south_san_gabriel,Unincorporated Los Angeles County,Unincorporated - South San Gabriel,,,,,,39508075.65,58349.35698,,,,,39508075.65,58349.35698,,,,,,,,,39508075.65,58349.35698,,,,,39508075.65,58349.35698,,,,
315,csa_unincorp_south_whittier,Unincorporated Los Angeles County,Unincorporated - South Whittier,93.0,90.9,95.0,1.1,small area estimate,149155948.9,77149.3792,79.6,78.3,81.0,0.9,149155948.9,77149.3792,,,,,188.5,152.7,224.3,9.7,149155948.9,77149.3792,98016.0,91819.0,104212.0,3.2,149155948.9,77149.3792,6.142105263157902,-1.13333333333334,6148.302631578947,-151.4657894736842
316,csa_unincorp_southeast_antelope_valley,Unincorporated Los Angeles County,Unincorporated - Southeast Antelope Valley,,,,,,122088326.4,66116.69448,,,,,122088326.4,66116.69448,,,,,,,,,122088326.4,66116.69448,,,,,122088326.4,66116.69448,,,,
317,csa_unincorp_stevenson_ranch,Unincorporated Los Angeles County,Unincorporated - Stevenson Ranch,93.8,91.4,96.2,1.3,small area estimate,1192509036.0,179210.4433,84.4,82.1,86.8,1.4,1192509036.0,179210.4433,,,,,96.3,54.3,138.4,22.2,1192509036.0,179210.4433,148208.0,123189.0,173227.0,8.6,1192509036.0,179210.4433,6.942105263157899,3.6666666666666714,56340.30263157895,-243.66578947368419
318,csa_unincorp_sun_village,Unincorporated Los Angeles County,Unincorporated - Sun Village,,,,,,310557090.9,86559.33955,,,,,310557090.9,86559.33955,,,,,,,,,310557090.9,86559.33955,,,,,310557090.9,86559.33955,,,,
319,csa_unincorp_sunrise_village,Unincorporated Los Angeles County,Unincorporated - Sunrise Village,,,,,,3193782.591,7924.983023,,,,,3193782.591,7924.983023,,,,,,,,,3193782.591,7924.983023,,,,,3193782.591,7924.983023,,,,
320,csa_unincorp_twin_lakes_oat_mountain,Unincorporated Los Angeles County,Unincorporated - Twin Lakes/Oat Mountain,,,,,,556636490.0,136614.5436,,,,,556636490.0,136614.5436,,,,,,,,,556636490.0,136614.5436,,,,,556636490.0,136614.5436,,,,
321,csa_unincorp_universal_city,Unincorporated Los Angeles County,Unincorporated - Universal City,,,,,,14217113.07,19224.87546,,,,,14217113.07,19224.87546,,,,,,,,,14217113.07,19224.87546,,,,,14217113.07,19224.87546,,,,
322,csa_unincorp_val_verde,Unincorporated Los Angeles County,Unincorporated - Val Verde,,,,,,503715764.8,106228.8017,,,,,503715764.8,106228.8017,,,,,,,,,503715764.8,106228.8017,,,,,503715764.8,106228.8017,,,,
323,csa_unincorp_valinda,Unincorporated Los Angeles County,Unincorporated - Valinda,80.9,76.6,85.1,2.7,small area estimate,56559115.87,53029.14514,80.0,77.8,82.2,1.4,56559115.87,53029.14514,,,,,121.6,75.9,167.3,19.2,56559115.87,53029.14514,99260.0,88184.0,110337.0,5.7,56559115.87,53029.14514,-5.957894736842093,-0.7333333333333343,7392.302631578947,-218.3657894736842
324,csa_unincorp_view_park_windsor_hills,Unincorporated Los Angeles County,Unincorporated - View Park/Windsor Hills,,,,,,51654041.16,36473.83495,,,,,51654041.16,36473.83495,,,,,,,,,51654041.16,36473.83495,,,,,51654041.16,36473.83495,,,,
325,csa_unincorp_walnut_park,Unincorporated Los Angeles County,Unincorporated - Walnut Park,,,,,,20867318.02,23856.96194,,,,,20867318.02,23856.96194,,,,,,,,,20867318.02,23856.96194,,,,,20867318.02,23856.96194,,,,
326,csa_unincorp_west_antelope_valley,Unincorporated Los Angeles County,Unincorporated - West Antelope Valley,,,,,,6420997804.0,567543.7027,,,,,6420997804.0,567543.7027,,,,,,,,,6420997804.0,567543.7027,,,,,6420997804.0,567543.7027,,,,
327,csa_unincorp_west_carson,Unincorporated Los Angeles County,Unincorporated - West Carson,92.1,89.8,94.4,1.3,small area estimate,69126891.1,58038.57984,80.8,78.4,83.1,1.5,69126891.1,58038.57984,,,,,240.9,177.2,304.6,13.5,69126891.1,58038.57984,91513.0,76532.0,106494.0,8.4,69126891.1,58038.57984,5.242105263157896,0.06666666666666288,-354.6973684210534,-99.06578947368419
328,csa_unincorp_west_chatsworth,Unincorporated Los Angeles County,Unincorporated - West Chatsworth,,,,,,38709719.64,37475.86597,,,,,38709719.64,37475.86597,,,,,,,,,38709719.64,37475.86597,,,,,38709719.64,37475.86597,,,,
329,csa_unincorp_west_la,Unincorporated Los Angeles County,Unincorporated - West LA,,,,,,25141186.11,29539.95779,,,,,25141186.11,29539.95779,,,,,,,,,25141186.11,29539.95779,,,,,25141186.11,29539.95779,,,,
330,csa_unincorp_west_puente_valley,Unincorporated Los Angeles County,Unincorporated - West Puente Valley,,,,,,22022481.22,25813.86141,,,,,22022481.22,25813.86141,,,,,,,,,22022481.22,25813.86141,,,,,22022481.22,25813.86141,,,,
331,csa_unincorp_west_rancho_dominguez,Unincorporated Los Angeles County,Unincorporated - West Rancho Dominguez,,,,,,5118699.355,10403.52666,,,,,5118699.355,10403.52666,,,,,,,,,5118699.355,10403.52666,,,,,5118699.355,10403.52666,,,,
332,csa_unincorp_west_whittier_los_nietos,Unincorporated Los Angeles County,Unincorporated - West Whittier/Los Nietos,92.0,89.7,94.3,1.3,small area estimate,72390428.09,73679.94447,77.3,75.4,79.2,1.3,72390428.09,73679.94447,,,,,153.8,106.5,201.1,15.7,72390428.09,73679.94447,87346.0,79579.0,95113.0,4.5,72390428.09,73679.94447,5.142105263157902,-3.433333333333337,-4521.697368421053,-186.16578947368419
333,csa_unincorp_westhills,Unincorporated Los Angeles County,Unincorporated - Westhills,,,,,,6196785.45,11680.00401,,,,,6196785.45,11680.00401,,,,,,,,,6196785.45,11680.00401,,,,,6196785.45,11680.00401,,,,
334,csa_unincorp_white_fence_farms,Unincorporated Los Angeles County,Unincorporated - White Fence Farms,,,,,,160302070.2,66613.11258,,,,,160302070.2,66613.11258,,,,,,,,,160302070.2,66613.11258,,,,,160302070.2,66613.11258,,,,
335,csa_unincorp_whittier,Unincorporated Los Angeles County,Unincorporated - Whittier,,,,,,133796554.5,89526.14308,,,,,133796554.5,89526.14308,,,,,,,,,133796554.5,89526.14308,,,,,133796554.5,89526.14308,,,,
336,csa_unincorp_whittier_narrows,Unincorporated Los Angeles County,Unincorporated - Whittier Narrows,,,,,,82963536.59,73795.16892,,,,,82963536.59,73795.16892,,,,,,,,,82963536.59,73795.16892,,,,,82963536.59,73795.16892,,,,
337,csa_unincorp_willowbrook,Unincorporated Los Angeles County,Unincorporated - Willowbrook,61.9,57.2,66.6,3.9,small area estimate,96155440.5,71626.61313,75.2,73.3,77.1,1.3,96155440.5,71626.61313,,,,,711.7,624.1,799.3,6.3,96155440.5,71626.61313,62005.0,51116.0,72894.0,9.0,96155440.5,71626.61313,-24.9578947368421,-5.533333333333331,-29862.697368421053,371.73421052631585
338,csa_unincorp_wiseburn,Unincorporated Los Angeles County,Unincorporated - Wiseburn,,,,,,12904383.17,18245.99062,,,,,12904383.17,18245.99062,,,,,,,,,12904383.17,18245.99062,,,,,12904383.17,18245.99062,,,,
339,csa_unincorp_walnut,Unincorporated Los Angeles County,Unincorporated - Walnut,,,,,,3848120.071,42294.56544,,,,,3848120.071,42294.56544,,,,,,,,,3848120.071,42294.56544,,,,,3848120.071,42294.56544,,,,
340,csa_unincorp_lennox,Unincorporated Los Angeles County,Unincorporated - Lennox,,,,,,30553215.37,33104.9009,,,,,30553215.37,33104.9009,,,,,,,,,30553215.37,33104.9009,,,,,30553215.37,33104.9009,,,,
341,csa_unincorp_westfield_academy_hills,Unincorporated Los Angeles County,Unincorporated - Westfield/Academy Hills,,,,,,14592671.88,17831.63027,,,,,14592671.88,17831.63027,,,,,,,,,14592671.88,17831.63027,,,,,14592671.88,17831.63027,,,,
342,csa_unincorp_marina_del_rey,Unincorporated Los Angeles County,Unincorporated - Marina del Rey,,,,,,24773351.74,71324.34895,,,,,24773351.74,71324.34895,,,,,,,,,24773351.74,71324.34895,,,,,24773351.74,71324.34895,,,,
343,csa_unincorp_la_rambla,Unincorporated Los Angeles County,Unincorporated - La Rambla,,,,,,5867160.39,14131.44114,,,,,5867160.39,14131.44114,,,,,,,,,5867160.39,14131.44114,,,,,5867160.39,14131.44114,,,,
344,csa_unincorp_palos_verdes_peninsula,Unincorporated Los Angeles County,Unincorporated - Palos Verdes Peninsula,,,,,,4631360.401,9338.433297,,,,,4631360.401,9338.433297,,,,,,,,,4631360.401,9338.433297,,,,,4631360.401,9338.433297,,,,
345,csa_unincorp_san_clemente_island,Unincorporated Los Angeles County,Unincorporated - San Clemente Island,,,,,,1573236841.0,389210.4344,,,,,1573236841.0,389210.4344,,,,,,,,,1573236841.0,389210.4344,,,,,1573236841.0,389210.4344,,,,
346,csa_unincorp_santa_catalina_island,Unincorporated Los Angeles County,Unincorporated - Santa Catalina Island,,,,,,1999368372.0,415797.178,,,,,1999368372.0,415797.178,,,,,,,,,1999368372.0,415797.178,,,,,1999368372.0,415797.178,,,,
347,csa_unincorp_kinneloa_mesa,Unincorporated Los Angeles County,Unincorporated - Kinneloa Mesa,,,,,,46820480.9,56562.90659,,,,,46820480.9,56562.90659,,,,,,,,,46820480.9,56562.90659,,,,,46820480.9,56562.90659,,,,
348,csa_unincorp_east_pasadena,Unincorporated Los Angeles County,Unincorporated - East Pasadena,,,,,,37146879.06,41021.87308,,,,,37146879.06,41021.87308,,,,,,,,,37146879.06,41021.87308,,,,,37146879.06,41021.87308,,,,
377,la_city,Incorporated City,City of Los Angeles,76.0,74.0,78.0,1.3,small area estimate,13190494161.0,1801593.406,80.4,80.3,80.6,0.1,13190494161.0,1801593.406,823.0,813.8,832.1,0.6,764.1,755.5,772.8,0.6,13190494161.0,1801593.406,76244.0,75317.0,77171.0,0.6,13190494161.0,1801593.406,-10.857894736842098,-0.3333333333333286,-15623.697368421053,424.1342105263158
